what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.500.v20140512-1221,"org.eclipse.ui.views.log",1452056245932
started,bundle,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"org.eclipse.ui.workbench",1452056245933
os,sysinfo,,,"linux",1452056245938
arch,sysinfo,,,"x86_64",1452056245938
ws,sysinfo,,,"gtk",1452056245938
locale,sysinfo,,,"es_AR",1452056245938
processors,sysinfo,,,"4",1452056245939
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1452056245939
java.runtime.version,sysinfo,,,"1.8.0_66-b17",1452056245939
java.specification.name,sysinfo,,,"Java Platform API Specification",1452056245939
java.specification.vendor,sysinfo,,,"Oracle Corporation",1452056245939
java.specification.version,sysinfo,,,"1.8",1452056245939
java.vendor,sysinfo,,,"Oracle Corporation",1452056245939
java.version,sysinfo,,,"1.8.0_66",1452056245939
java.vm.info,sysinfo,,,"mixed mode",1452056245939
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1452056245939
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1452056245939
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1452056245939
java.vm.specification.version,sysinfo,,,"1.8",1452056245939
java.vm.vendor,sysinfo,,,"Oracle Corporation",1452056245939
java.vm.version,sysinfo,,,"25.66-b17",1452056245939
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452056247318
executed,command,org.eclipse.ui.workbench.texteditor,3.9.0.v20140411-1521,"org.eclipse.ui.edit.text.gotoLastEditPosition",1452056250967
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452056250984
started,bundle,org.eclipse.search,3.9.100.v20140226-1637,"org.eclipse.search",1452056258859
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.window.splitEditor",1452056268901
started,bundle,org.eclipse.debug.ui,3.10.2.v20141014-1039,"org.eclipse.debug.ui",1452056276744
started,bundle,org.eclipse.ui.editors,3.8.200.v20140401-1310,"org.eclipse.ui.editors",1452056276903
started,bundle,org.eclipse.core.filebuffers,3.5.400.v20140127-1516,"org.eclipse.core.filebuffers",1452056276906
started,bundle,org.eclipse.jdt.debug,3.8.102.v20150115-1323,"org.eclipse.jdt.debug",1452056282414
started,bundle,org.eclipse.m2e.core,1.5.1.20150109-1820,"org.eclipse.m2e.core",1452056284435
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20150122-0735,"org.eclipse.jdt.apt.core",1452056284450
started,bundle,org.eclipse.m2e.jdt,1.5.1.20150109-1820,"org.eclipse.m2e.jdt",1452056284528
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452056286169
started,bundle,org.eclipse.core.variables,3.2.800.v20130819-1716,"org.eclipse.core.variables",1452056288668
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452056288675
started,bundle,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.launching",1452056288908
started,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20130605-1748,"org.eclipse.jdt.core.manipulation",1452056289221
started,bundle,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui",1452056289274
started,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1452056289286
started,bundle,org.datanucleus.ide.eclipse,4.0.0.release,"org.datanucleus.ide.eclipse",1452056289294
opened,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1452056289357
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.ToggleCoolbarAction",1452056305266
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.ToggleCoolbarAction",1452056310071
activated,perspective,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavaPerspective",1452056319813
started,bundle,org.eclipse.ui.views,3.7.0.v20140408-0703,"org.eclipse.ui.views",1452056320266
opened,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452056320409
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452056320508
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.window.closePerspective",1452056320543
started,bundle,org.eclipse.jgit,3.4.2.201412180340-r,"org.eclipse.jgit",1452056320699
started,bundle,org.eclipse.egit.core,3.4.2.201412180340-r,"org.eclipse.egit.core",1452056320725
started,bundle,org.eclipse.egit.ui,3.4.2.201412180340-r,"org.eclipse.egit.ui",1452056320782
started,bundle,org.eclipse.compare.core,3.5.400.v20130903-0736,"org.eclipse.compare.core",1452056375727
opened,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452056375777
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452056375921
