what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.m2e.editor,1.5.1.20150109-1820,"org.eclipse.m2e.editor.MavenPomEditor",1452033796931
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452033796994
started,bundle,org.eclipse.equinox.p2.discovery.compatibility,1.0.200.v20131211-1531,"org.eclipse.equinox.p2.discovery.compatibility",1452033797027
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452033797200
started,bundle,org.eclipse.equinox.p2.ui,2.3.0.v20140404-1657,"org.eclipse.equinox.p2.ui",1452033797350
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.300.v20140407-1803,"org.eclipse.equinox.p2.ui.sdk",1452033797379
started,bundle,org.eclipse.ecf,3.4.0.v20141221-2352,"org.eclipse.ecf",1452033797465
started,bundle,org.eclipse.ecf.identity,3.4.0.v20141221-2352,"org.eclipse.ecf.identity",1452033797479
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1452033797542
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient4,1.0.1043.v20141221-2352,"org.eclipse.ecf.provider.filetransfer.httpclient4",1452033797564
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.200.v20141221-2352,"org.eclipse.ecf.provider.filetransfer",1452033797574
error,log,,,"No marketplace items are applicable.",1452033801066
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452033840494
started,bundle,org.eclipse.compare,3.5.501.v20140817-1445,"org.eclipse.compare",1452033851447
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452033861383
activated,editor,org.eclipse.m2e.editor,1.5.1.20150109-1820,"org.eclipse.m2e.editor.MavenPomEditor",1452033862711
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452033862814
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452033868142
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20131115-1210,"org.eclipse.equinox.p2.garbagecollector",1452033907886
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052273832
started,bundle,org.eclipse.wst.server.ui,1.5.100.v201407281532,"org.eclipse.wst.server.ui",1452052280222
started,bundle,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.launching",1452052280276
executed,command,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.actions.LifeCycleInstall.run",1452052292251
started,bundle,org.eclipse.jdt.debug,3.8.102.v20150115-1323,"org.eclipse.jdt.debug",1452052292415
started,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1452052293197
started,bundle,org.datanucleus.ide.eclipse,4.0.0.release,"org.datanucleus.ide.eclipse",1452052293341
started,bundle,org.eclipse.wst.web,1.1.800.v201312041500,"org.eclipse.wst.web",1452052349579
started,bundle,org.eclipse.wst.common.emf,1.2.300.v201501292352,"org.eclipse.wst.common.emf",1452052349639
started,bundle,org.eclipse.jem.util,2.1.200.v201404021757,"org.eclipse.jem.util",1452052349657
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107081800,"org.eclipse.wst.common.emfworkbench.integration",1452052349661
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908251833,"org.eclipse.wst.common.core",1452052349727
started,bundle,org.eclipse.wst.common.modulecore,1.2.401.v201408132036,"org.eclipse.wst.common.modulecore",1452052349731
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052366447
executed,command,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.core.pomFileAction.run",1452052379701
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052379727
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452052391377
activated,editor,org.eclipse.m2e.editor,1.5.1.20150109-1820,"org.eclipse.m2e.editor.MavenPomEditor",1452052392231
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.open.editor",1452052392282
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452052395305
activated,editor,org.eclipse.m2e.editor,1.5.1.20150109-1820,"org.eclipse.m2e.editor.MavenPomEditor",1452052412464
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052419593
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052428952
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20150122-0735,"org.eclipse.jdt.apt.core",1452052429235
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052433934
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052437952
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1452052461192
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452052511444
started,bundle,org.eclipse.jdt.junit.core,3.7.300.v20140409-1618,"org.eclipse.jdt.junit.core",1452052513443
started,bundle,org.eclipse.jdt.junit,3.7.300.v20140418-0836,"org.eclipse.jdt.junit",1452052513484
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.450.v201310240024,"org.eclipse.wst.ws.service.policy.ui",1452052517183
started,bundle,org.eclipse.wst.ws.service.policy,1.0.400.v201310240024,"org.eclipse.wst.ws.service.policy",1452052517190
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052517521
started,bundle,org.eclipse.ui.externaltools,3.2.300.v20140327-1949,"org.eclipse.ui.externaltools",1452052535204
started,bundle,org.eclipse.core.externaltools,1.0.300.v20140219-0051,"org.eclipse.core.externaltools",1452052535271
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.500.v201409111446,"org.eclipse.wst.common.project.facet.ui",1452052565261
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.300.v201401292051,"org.eclipse.wst.common.frameworks.ui",1452052581280
started,bundle,org.eclipse.wst.validation.ui,1.2.500.v201310231452,"org.eclipse.wst.validation.ui",1452052581283
started,bundle,org.eclipse.mylyn.wikitext.ui,2.3.2.v20150217-2315,"org.eclipse.mylyn.wikitext.ui",1452052583380
executed,command,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.project.properties",1452052586231
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052586249
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052597887
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052600072
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052614427
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052726659
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052731215
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052733306
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1452052746469
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1452052754269
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052756598
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052826868
activated,editor,org.eclipse.m2e.editor,1.5.1.20150109-1820,"org.eclipse.m2e.editor.MavenPomEditor",1452052834664
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052889983
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052946958
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452052957654
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452053034094
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452053035913
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452053219044
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452053220886
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452053436481
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452053458961
