what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1452107021931
java.vm.specification.version,sysinfo,,,"1.8",1452107021931
java.vm.vendor,sysinfo,,,"Oracle Corporation",1452107021931
java.vm.version,sysinfo,,,"25.66-b17",1452107021931
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452107023298
started,bundle,org.eclipse.jdt.junit.core,3.7.300.v20140409-1618,"org.eclipse.jdt.junit.core",1452107032883
started,bundle,org.eclipse.wst.server.core,1.6.2.v201409292121,"org.eclipse.wst.server.core",1452107032901
started,bundle,org.eclipse.wst.server.ui,1.5.100.v201407281532,"org.eclipse.wst.server.ui",1452107032917
started,bundle,org.eclipse.jdt.debug,3.8.102.v20150115-1323,"org.eclipse.jdt.debug",1452107033301
started,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1452107033361
started,bundle,org.eclipse.jdt.junit,3.7.300.v20140418-0836,"org.eclipse.jdt.junit",1452107033401
started,bundle,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.launching",1452107033422
started,bundle,org.eclipse.wst.web,1.1.800.v201312041500,"org.eclipse.wst.web",1452107033440
started,bundle,org.eclipse.wst.common.emf,1.2.300.v201501292352,"org.eclipse.wst.common.emf",1452107033457
started,bundle,org.eclipse.jem.util,2.1.200.v201404021757,"org.eclipse.jem.util",1452107033465
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107081800,"org.eclipse.wst.common.emfworkbench.integration",1452107033470
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908251833,"org.eclipse.wst.common.core",1452107033489
started,bundle,org.eclipse.wst.common.modulecore,1.2.401.v201408132036,"org.eclipse.wst.common.modulecore",1452107033494
executed,command,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.actions.LifeCycleInstall.run",1452107036938
started,bundle,org.datanucleus.ide.eclipse,4.0.0.release,"org.datanucleus.ide.eclipse",1452107037149
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20150122-0735,"org.eclipse.jdt.apt.core",1452107055869
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452107056553
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452107058033
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452107069584
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452107071130
opened,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452107087665
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452107087841
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452107094849
opened,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452107102881
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452107102970
