what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.6.101.v20140817-1500,"org.eclipse.ltk.core.refactoring",1452097644013
started,bundle,org.eclipse.ltk.ui.refactoring,3.7.100.v20140324-1358,"org.eclipse.ltk.ui.refactoring",1452097644014
started,bundle,org.eclipse.team.core,3.7.0.v20130514-1224,"org.eclipse.team.core",1452097644014
started,bundle,org.eclipse.team.ui,3.7.100.v20130710-1213,"org.eclipse.team.ui",1452097644015
started,bundle,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console",1452097644016
started,bundle,org.eclipse.ui.editors,3.8.200.v20140401-1310,"org.eclipse.ui.editors",1452097644016
started,bundle,org.eclipse.ui.forms,3.6.100.v20140422-1825,"org.eclipse.ui.forms",1452097644017
started,bundle,org.eclipse.ui.net,1.2.200.v20120807-0927,"org.eclipse.ui.net",1452097644017
started,bundle,org.eclipse.ui.views,3.7.0.v20140408-0703,"org.eclipse.ui.views",1452097644018
started,bundle,org.eclipse.ui.workbench.texteditor,3.9.0.v20140411-1521,"org.eclipse.ui.workbench.texteditor",1452097644019
started,bundle,org.eclipse.update.configurator,3.3.300.v20140518-1928,"org.eclipse.update.configurator",1452097644019
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1452097644020
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1452097644020
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1452097644021
started,bundle,com.ibm.icu,52.1.1.v201501240615,"com.ibm.icu",1452097644021
started,bundle,org.eclipse.core.jobs,3.6.1.v20141014-1248,"org.eclipse.core.jobs",1452097644022
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.9.300.v20141126-1957,"org.eclipse.e4.ui.css.swt.theme",1452097644022
started,bundle,org.eclipse.e4.ui.workbench,1.2.2.v20141212-1259,"org.eclipse.e4.ui.workbench",1452097644023
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.1.2.v20141126-1310,"org.eclipse.e4.ui.workbench.addons.swt",1452097644024
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.12.2.v20150204-1353,"org.eclipse.e4.ui.workbench.renderers.swt",1452097644025
started,bundle,org.eclipse.e4.ui.workbench.swt,0.12.100.v20141126-1150,"org.eclipse.e4.ui.workbench.swt",1452097644025
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20141221-2352,"org.eclipse.ecf.filetransfer",1452097644026
started,bundle,org.eclipse.egit.core,3.4.2.201412180340-r,"org.eclipse.egit.core",1452097644026
started,bundle,org.eclipse.egit.ui,3.4.2.201412180340-r,"org.eclipse.egit.ui",1452097644028
started,bundle,org.eclipse.emf.common,2.10.1.v20150123-0348,"org.eclipse.emf.common",1452097644029
started,bundle,org.eclipse.emf.ecore,2.10.2.v20150123-0348,"org.eclipse.emf.ecore",1452097644126
started,bundle,org.eclipse.emf.ecore.xmi,2.10.2.v20150123-0348,"org.eclipse.emf.ecore.xmi",1452097644126
started,bundle,org.eclipse.epp.mpc.core,1.3.2.v20141216-2136,"org.eclipse.epp.mpc.core",1452097644127
started,bundle,org.eclipse.epp.mpc.ui,1.3.2.v20150204-1930,"org.eclipse.epp.mpc.ui",1452097644127
started,bundle,org.eclipse.jdt.core,3.10.2.v20150120-1634,"org.eclipse.jdt.core",1452097644127
started,bundle,org.eclipse.jdt.launching,3.7.102.v20141111-0953,"org.eclipse.jdt.launching",1452097644128
started,bundle,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui",1452097644128
started,bundle,org.eclipse.jface,3.10.2.v20141021-1035,"org.eclipse.jface",1452097644128
started,bundle,org.eclipse.jgit,3.4.2.201412180340-r,"org.eclipse.jgit",1452097644128
started,bundle,org.eclipse.m2e.core,1.5.1.20150109-1820,"org.eclipse.m2e.core",1452097644128
started,bundle,org.eclipse.m2e.jdt,1.5.1.20150109-1820,"org.eclipse.m2e.jdt",1452097644129
started,bundle,org.eclipse.m2e.logback.configuration,1.5.1.20150109-1820,"org.eclipse.m2e.logback.configuration",1452097644129
started,bundle,org.eclipse.mylyn.bugzilla.core,3.14.2.v20150217-2341,"org.eclipse.mylyn.bugzilla.core",1452097644130
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.14.2.v20150217-2341,"org.eclipse.mylyn.bugzilla.ui",1452097644130
started,bundle,org.eclipse.mylyn.builds.ui,1.6.2.v20150218-0552,"org.eclipse.mylyn.builds.ui",1452097644130
started,bundle,org.eclipse.mylyn.commons.core,3.14.2.v20150217-2244,"org.eclipse.mylyn.commons.core",1452097644131
started,bundle,org.eclipse.mylyn.commons.net,3.14.2.v20150217-2244,"org.eclipse.mylyn.commons.net",1452097644131
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.6.2.v20150217-2244,"org.eclipse.mylyn.commons.notifications.core",1452097644131
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.6.2.v20150217-2244,"org.eclipse.mylyn.commons.notifications.feed",1452097644131
started,bundle,org.eclipse.mylyn.commons.repositories.ui,1.6.2.v20150217-2244,"org.eclipse.mylyn.commons.repositories.ui",1452097644132
started,bundle,org.eclipse.mylyn.commons.ui,3.14.2.v20150217-2244,"org.eclipse.mylyn.commons.ui",1452097644132
started,bundle,org.eclipse.mylyn.commons.workbench,3.14.2.v20150217-2244,"org.eclipse.mylyn.commons.workbench",1452097644133
started,bundle,org.eclipse.mylyn.context.core,3.14.2.v20150218-0125,"org.eclipse.mylyn.context.core",1452097644133
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.14.2.v20150218-0125,"org.eclipse.mylyn.context.tasks.ui",1452097644134
started,bundle,org.eclipse.mylyn.monitor.ui,3.14.2.v20150217-2244,"org.eclipse.mylyn.monitor.ui",1452097644134
started,bundle,org.eclipse.mylyn.tasks.ui,3.14.2.v20150217-2341,"org.eclipse.mylyn.tasks.ui",1452097644135
started,bundle,org.eclipse.mylyn.team.ui,3.14.2.v20150218-0125,"org.eclipse.mylyn.team.ui",1452097644136
started,bundle,org.eclipse.pde.core,3.10.2.v20150127-1015,"org.eclipse.pde.core",1452097644138
started,bundle,org.eclipse.pde.launching,3.6.200.v20140521-1231,"org.eclipse.pde.launching",1452097644139
started,bundle,org.eclipse.pde.ui,3.8.101.v20141001-1400,"org.eclipse.pde.ui",1452097644140
started,bundle,org.eclipse.team.cvs.core,3.3.600.v20131112-1442,"org.eclipse.team.cvs.core",1452097644141
started,bundle,org.eclipse.team.cvs.ui,3.3.600.v20130514-1224,"org.eclipse.team.cvs.ui",1452097644142
started,bundle,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui",1452097644189
started,bundle,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.ide",1452097644191
started,bundle,org.eclipse.ui.themes,1.0.1.v20141126-1957,"org.eclipse.ui.themes",1452097644191
started,bundle,org.eclipse.ui.trace,1.0.201.v20140702-1807,"org.eclipse.ui.trace",1452097644191
started,bundle,org.eclipse.ui.views.log,1.0.500.v20140512-1221,"org.eclipse.ui.views.log",1452097644192
started,bundle,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"org.eclipse.ui.workbench",1452097644193
os,sysinfo,,,"linux",1452097644234
arch,sysinfo,,,"x86_64",1452097644234
ws,sysinfo,,,"gtk",1452097644234
locale,sysinfo,,,"es_AR",1452097644234
processors,sysinfo,,,"4",1452097644234
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1452097644234
java.runtime.version,sysinfo,,,"1.8.0_66-b17",1452097644234
java.specification.name,sysinfo,,,"Java Platform API Specification",1452097644234
java.specification.vendor,sysinfo,,,"Oracle Corporation",1452097644234
java.specification.version,sysinfo,,,"1.8",1452097644234
java.vendor,sysinfo,,,"Oracle Corporation",1452097644234
java.version,sysinfo,,,"1.8.0_66",1452097644234
java.vm.info,sysinfo,,,"mixed mode",1452097644234
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1452097644234
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1452097644234
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1452097644234
java.vm.specification.version,sysinfo,,,"1.8",1452097644234
java.vm.vendor,sysinfo,,,"Oracle Corporation",1452097644234
java.vm.version,sysinfo,,,"25.66-b17",1452097644234
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20150122-0735,"org.eclipse.jdt.apt.core",1452097644656
started,bundle,org.eclipse.core.variables,3.2.800.v20130819-1716,"org.eclipse.core.variables",1452097644793
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.450.v201310240024,"org.eclipse.wst.ws.service.policy.ui",1452097661887
started,bundle,org.eclipse.wst.ws.service.policy,1.0.400.v201310240024,"org.eclipse.wst.ws.service.policy",1452097661894
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452097662299
executed,command,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.project.properties",1452099179406
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099179433
started,bundle,org.eclipse.compare,3.5.501.v20140817-1445,"org.eclipse.compare",1452099190144
started,bundle,org.eclipse.debug.ui,3.10.2.v20141014-1039,"org.eclipse.debug.ui",1452099192062
started,bundle,org.eclipse.jdt.junit.core,3.7.300.v20140409-1618,"org.eclipse.jdt.junit.core",1452099192138
started,bundle,org.eclipse.wst.server.core,1.6.2.v201409292121,"org.eclipse.wst.server.core",1452099194613
started,bundle,org.eclipse.wst.server.ui,1.5.100.v201407281532,"org.eclipse.wst.server.ui",1452099194661
executed,command,org.eclipse.wst.server.ui,1.5.100.v201407281532,"org.eclipse.wst.server.launchShortcut.run",1452099194688
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099194814
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099197926
started,bundle,org.eclipse.jdt.debug,3.8.102.v20150115-1323,"org.eclipse.jdt.debug",1452099207197
started,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1452099207315
executed,command,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1452099207612
started,bundle,org.eclipse.wst.web,1.1.800.v201312041500,"org.eclipse.wst.web",1452099210374
started,bundle,org.eclipse.wst.common.frameworks,1.2.200.v201304241450,"org.eclipse.wst.common.frameworks",1452099210418
started,bundle,org.eclipse.wst.common.emf,1.2.300.v201501292352,"org.eclipse.wst.common.emf",1452099210434
started,bundle,org.eclipse.jem.util,2.1.200.v201404021757,"org.eclipse.jem.util",1452099210452
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107081800,"org.eclipse.wst.common.emfworkbench.integration",1452099210456
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030424,"org.eclipse.wst.common.project.facet.core",1452099210488
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908251833,"org.eclipse.wst.common.core",1452099210520
started,bundle,org.eclipse.wst.common.modulecore,1.2.401.v201408132036,"org.eclipse.wst.common.modulecore",1452099210524
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.400.v201403261500,"org.eclipse.jst.common.project.facet.core",1452099210566
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099210649
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099212905
started,bundle,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.launching",1452099213119
started,bundle,org.datanucleus.ide.eclipse,4.0.0.release,"org.datanucleus.ide.eclipse",1452099213196
started,bundle,org.eclipse.jdt.junit,3.7.300.v20140418-0836,"org.eclipse.jdt.junit",1452099261369
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099265322
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099267527
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099381949
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099560373
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452099565461
executed,command,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.project.properties",1452100479044
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100479067
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100484828
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100487132
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100518192
executed,command,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.project.properties",1452100538490
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100538521
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100632158
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100673021
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452100679389
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452101072258
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452101095366
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452101142279
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452101149845
executed,command,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.project.properties",1452102307754
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452102307774
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1452102309867
closed,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1452102315079
closed,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1452102315130
closed,view,org.eclipse.ui.ide,3.10.2.v20141118-1227,"org.eclipse.ui.views.ProblemView",1452102315185
closed,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1452102315194
